selenographic crater coordinates: ID, X, Y, Z, a_dia_metres, b_dia_metres, angle(degree)
04-1-108397, 20175.44955951, -966388.13389802, 1443691.68657861, 6.39, 4.36, 2.16
04-1-108439, 5175.57338114, -953490.67202199, 1452373.06220104, 5.19, 3.29, 2.30
04-1-108509, 67965.32479398, -936249.38035301, 1461976.93976829, 5.64, 4.82, 1.49
04-1-108739, 276044.17128607, -896850.01252834, 1462196.44047129, 5.68, 5.55, 2.79
04-1-108817, 295488.38006229, -910122.30921394, 1450145.77181718, 5.01, 4.86, 0.98
04-1-108899, 339966.86318442, -876668.42430495, 1460970.14540449, 7.47, 4.70, 2.47
04-1-108914, 345019.72852956, -895023.11627025, 1448604.07574578, 4.98, 4.61, 1.04
04-1-109011, 421233.70309516, -850507.06632307, 1455252.09414426, 5.83, 4.75, 0.30
04-1-109012, 422366.39540153, -846285.00952487, 1457383.63881615, 6.28, 5.75, 2.23
04-1-109093, 453864.64394555, -830238.72572102, 1457144.22871908, 4.62, 4.17, 2.66
04-1-109102, 448151.07189323, -821898.94726800, 1463626.14667841, 5.74, 5.27, 0.61
04-1-109148, 478382.45638809, -834931.12213740, 1446581.83546818, 6.39, 5.16, 1.50
04-1-109447, 546512.95519256, -778880.03452409, 1453694.68652343, 4.47, 4.31, 0.49
04-1-109722, 598533.51891656, -723811.34220694, 1461647.53878147, 6.40, 5.86, 0.33
04-1-109835, 669700.11029447, -678903.44394126, 1452291.51208573, 4.25, 4.04, 1.74
04-1-109910, 681446.80122869, -634526.15321062, 1466821.59037386, 4.53, 3.81, 0.19
04-1-110027, 766064.65978481, -557212.07404858, 1456440.31857239, 4.80, 4.66, 0.17
04-1-110036, 782942.60531501, -548303.77705423, 1450835.14047966, 5.49, 4.76, 1.26
04-1-110090, 799138.96652984, -489386.89807350, 1463022.94451168, 5.96, 5.47, 1.26
04-1-110091, 801808.30221670, -483529.01079674, 1463510.13054720, 6.89, 6.80, 0.91
04-1-110168, 875156.87296175, -344786.39442815, 1460746.91508319, 4.13, 4.05, 0.30
04-1-110192, 895165.65338365, -287647.54553628, 1460991.47928698, 4.33, 4.23, 2.11
04-1-110698, 718121.83681789, -577859.56012274, 1472731.51533470, 4.47, 4.32, 0.73
04-1-110738, 664487.65975514, -606781.88127081, 1486213.53061887, 5.45, 5.02, 1.77
04-1-110742, 666462.42756011, -628130.27225661, 1476427.76786591, 4.75, 4.14, 2.38
04-1-110769, 660731.68364223, -641099.05051521, 1473426.07879045, 6.20, 6.01, 1.50
04-1-110905, 646341.50780875, -665716.08313875, 1468885.12550639, 4.72, 3.73, 1.87
04-1-111016, 574296.57668303, -730797.58134017, 1467881.84031192, 4.34, 3.99, 0.31
04-1-111096, 539870.38378767, -743204.21595313, 1474702.07909884, 7.38, 7.27, 0.93
04-1-111112, 538154.75484101, -759219.99228480, 1467151.39749007, 4.93, 3.76, 2.20
04-1-111147, 507788.85440261, -754531.12704211, 1480335.10316720, 4.57, 4.31, 1.37
04-1-111234, 508932.47656871, -780730.62789497, 1466289.93754999, 4.65, 3.82, 1.90
04-1-111351, 432207.31496613, -799484.10757051, 1480736.55949732, 6.80, 6.47, 3.06
04-1-111361, 434959.37883282, -823962.72074980, 1466442.81633481, 5.23, 4.07, 2.04
04-1-111363, 424691.03147143, -818962.18181650, 1472242.24655526, 4.93, 4.90, 1.55
04-1-111391, 435926.90602305, -814194.11456492, 1471602.67613681, 6.28, 5.45, 3.05
04-1-111435, 405852.91426728, -807334.79494552, 1483931.50140127, 5.26, 4.10, 1.17
04-1-111536, 352000.87770412, -846377.15745988, 1475906.45009285, 4.44, 3.76, 2.30
04-1-111578, 326559.31328986, -863484.82042211, 1471839.57678962, 4.91, 3.26, 2.51
04-1-111606, 310957.03604299, -861592.58130811, 1476320.66488625, 7.55, 6.35, 2.07
04-1-112008, 96661.93462271, -893710.54291873, 1486773.92224605, 6.20, 4.95, 1.87
04-1-112018, 108891.92229647, -906065.57086204, 1478427.03254406, 5.77, 5.66, 1.46
04-1-112082, 38995.45035117, -923469.04175984, 1471136.65026845, 5.42, 5.28, 1.57
04-1-112100, 22531.89493183, -929250.94930784, 1467836.41694886, 7.21, 7.08, 1.69
04-1-112104, 14485.97555040, -926247.32360665, 1469834.96081154, 5.86, 5.44, 1.31
04-1-112116, 1882.95880236, -914283.38847518, 1477376.42462051, 8.63, 5.83, 2.86
04-1-112163, 32058.17370588, -889105.41210764, 1492321.21195792, 4.96, 4.42, 2.32
04-1-112166, 32003.36050816, -884584.01462040, 1495006.91168778, 4.53, 3.56, 2.28
04-1-112198, 21551.61129551, -871252.36778330, 1503001.53016641, 7.68, 5.89, 1.87
04-1-112199, 25299.29495243, -879334.38237288, 1498228.87091786, 5.99, 5.29, 2.37
04-1-112413, 243376.97651316, -864219.71950107, 1487430.90048876, 4.34, 4.08, 2.33
04-1-112493, 258503.57707422, -859892.14835975, 1487387.02220676, 7.32, 5.82, 1.57
04-1-112517, 254293.67796330, -842314.42731612, 1498132.13398652, 7.06, 6.68, 1.59
04-1-112672, 348865.73202093, -825278.04342533, 1488545.46859058, 7.07, 6.82, 3.13
04-1-112873, 465936.19639138, -755564.86358377, 1493513.96304486, 6.43, 3.78, 2.25
04-1-112968, 479898.15287392, -733389.18338965, 1500132.27035327, 5.49, 4.88, 2.12
04-1-113165, 570520.41878250, -684128.36992924, 1491654.64676318, 4.94, 4.22, 2.20
04-1-113239, 588220.99443315, -662948.62793449, 1494340.63667822, 4.67, 4.47, 1.41
04-1-113360, 610648.12104818, -659370.72784245, 1486908.83228423, 5.30, 4.64, 1.11
04-1-113409, 615484.63990067, -631327.48352159, 1497051.44420512, 5.64, 3.93, 1.85
04-1-113513, 642232.02289647, -596694.39118069, 1500017.53066416, 5.17, 3.81, 3.04
04-1-113588, 670893.33693350, -561073.28289981, 1501218.72546084, 6.74, 4.33, 1.88
04-1-113672, 770068.56243405, -440362.27309372, 1493865.53530982, 6.17, 6.11, 2.02
04-1-113714, 835131.01072660, -277406.45149317, 1498052.27398537, 4.25, 4.09, 0.92
04-1-114196, 127692.54058348, -860057.50871392, 1504178.99758777, 9.54, 6.18, 2.64
04-1-114211, 102260.36698121, -862445.92350297, 1504755.33106814, 6.50, 5.32, 1.73
04-1-114212, 43998.78938668, -874286.68764352, 1500748.36476400, 4.61, 4.31, 2.28
04-1-114218, 42430.37192238, -877915.06550285, 1498673.93428379, 5.01, 3.21, 2.08
04-2-000014, 33189.90409237, -1726982.15806423, 187055.64945802, 24.30, 23.13, 0.52
04-2-000015, 500616.38460843, -1663471.33868473, 28374.29886377, 6.02, 4.66, 0.08
04-2-000025, 146137.41644383, -1716233.48853557, 227475.77529084, 7.70, 7.44, 3.04
04-2-000030, 1626543.18279723, -492445.61229780, 361127.89067656, 4.56, 3.76, 3.10
04-2-000035, 1620364.66717538, -509717.76122701, 364917.67463271, 5.59, 5.06, 2.50
04-2-000044, 17491.25196028, -1673019.03819017, 468252.19055345, 9.06, 8.57, 2.78
04-2-000081, 215650.42691382, -1486584.26920352, 872995.34015280, 16.97, 15.67, 0.45
04-2-000084, 911047.69507671, -1133195.80607206, 951009.00226870, 5.54, 4.95, 0.06
04-2-000088, 235947.79727539, -1419402.18393387, 973747.83039792, 4.75, 4.17, 1.54
04-2-000793, 57691.71740999, -1735438.58978187, 59019.71567368, 5.29, 4.24, 3.11
04-2-000914, 592971.75438395, -1632455.80455540, 45069.99751704, 4.48, 4.23, 0.54
04-2-001537, 575075.01146717, -1637939.63903429, 70719.37546561, 15.78, 12.27, 2.93
04-2-001564, 421206.48724002, -1683981.95297850, 73134.37734505, 5.96, 5.42, 0.65
04-2-001696, 507738.62885644, -1656600.92972833, 128193.62070794, 7.74, 5.66, 1.60
04-2-002546, 1349381.50044365, -1084775.48671259, 144880.88102963, 7.69, 6.95, 2.23
04-2-002709, 550054.57360724, -1640703.60061419, 155210.89196761, 11.26, 10.40, 1.99
04-2-003620, 1622790.53870674, -583376.84803870, 211615.40741714, 4.59, 4.08, 0.28
04-2-004201, 1334550.72155568, -1083786.65916421, 250877.67739055, 6.77, 6.41, 0.35
04-2-004760, 641810.23226524, -1589015.13609031, 285778.38097995, 6.97, 5.96, 1.19
04-2-004992, 148294.81984644, -1697064.38155577, 341379.39489875, 12.71, 10.25, 1.55
04-2-006123, 1382989.11893469, -996526.16801571, 335909.88876212, 4.71, 3.85, 1.74
04-2-006536, 359369.90496081, -1665669.96175312, 339051.04323952, 7.07, 6.73, 0.69
04-2-006670, 52578.89929621, -1694756.91405613, 378936.96257787, 8.72, 8.17, 0.06
04-2-006671, 62778.20702455, -1695088.69613924, 375888.23996467, 6.36, 6.03, 2.79
04-2-009593, 170917.19379739, -1661873.98585517, 476991.53871139, 5.96, 5.56, 1.27
04-2-010237, 252769.88928123, -1632794.15029665, 537261.02206449, 4.80, 3.95, 2.75
04-2-010371, 98334.81749880, -1637302.97732923, 572824.56659635, 4.63, 4.55, 1.53
04-2-010458, 260335.53679948, -1622427.77089500, 564368.93651938, 5.86, 5.52, 0.78
04-2-011473, 1119466.46082171, -1148522.61591347, 668019.01457264, 4.69, 3.47, 3.11
04-2-011696, 182812.21850953, -1595854.40856204, 662108.11763391, 4.68, 4.58, 0.22
04-2-011769, 55215.91801372, -1588330.26982445, 701937.97187307, 6.17, 4.78, 2.26
04-2-011772, 75645.38147884, -1584078.65986673, 709599.41912022, 7.40, 5.80, 3.06
04-2-012442, 1057279.70130022, -1167818.04081776, 732747.85346605, 5.39, 4.17, 1.95
04-2-012686, 418887.28996626, -1499376.34360937, 771338.30355384, 9.11, 8.88, 0.73
04-2-014143, 266222.17080778, -1406787.58801357, 984191.64697805, 5.29, 4.47, 1.67
04-2-014339, 975635.27335203, -1020836.97795177, 1012218.57216592, 21.82, 20.01, 1.80
04-2-014458, 101101.11176475, -1394730.58936838, 1031049.90581449, 4.31, 3.81, 2.55
04-2-015368, 919320.30211024, -923308.14005395, 1149308.93176641, 7.08, 6.49, 1.47
04-2-015523, 869065.37075546, -922939.52902925, 1188051.66853506, 4.48, 4.09, 1.92
04-2-016022, 584373.93770761, -1095171.08738709, 1215592.92128553, 7.29, 6.65, 1.50
04-2-016715, 262173.35467917, -1071414.06875964, 1342347.11805858, 5.39, 3.91, 1.85
04-2-017747, 234653.75921098, -975752.56871764, 1418239.50654644, 4.48, 4.13, 1.80
04-2-017784, 511138.85039824, -878506.59931029, 1409085.51570933, 4.99, 4.51, 2.27
04-2-017890, 870882.96393891, -528901.58337990, 1407261.43207977, 5.48, 4.59, 1.42
04-2-018281, 5469.50379396, -941068.93362491, 1460451.33664026, 4.55, 3.54, 2.04
04-2-018390, 574214.18424200, -761675.99966766, 1452131.70964123, 8.58, 7.58, 0.81
04-3-000191, 1708062.45906360, -311269.91811425, 64749.00782843, 5.79, 5.50, 0.38
05-1-000003, 727074.67740166, -1577943.61847869, -3887.20769445, 10.56, 9.30, 0.39
05-1-000004, 794551.49267764, -1544902.33483257, -22879.27692492, 12.02, 11.37, 0.72
05-1-000005, 934291.54774238, -1464568.91498382, -26380.99846971, 16.22, 15.77, 0.17
05-1-000006, 1512375.34606046, -854929.20293243, -19381.19196084, 9.90, 9.49, 2.94
05-1-000007, 1515952.97336053, -847619.46936008, -44571.04128371, 18.40, 17.49, 1.75
05-1-000010, 1690708.56805942, -397828.73160626, -42374.49939538, 11.54, 11.29, 0.04
05-1-000011, 1728175.80461181, -177553.18831443, -21024.12123529, 25.57, 23.84, 1.13
05-1-000018, 612750.50459746, -1623310.62317008, -89208.74294996, 22.36, 21.17, 1.11
05-1-000024, 745587.55462732, -1565335.83899663, -111272.95061052, 13.26, 12.85, 0.58
05-1-000026, 791284.49072398, -1542121.82043678, -119532.02781031, 29.76, 27.73, 2.11
05-1-000033, 1238562.80777943, -1210774.76234464, -136181.51877109, 19.99, 18.49, 1.82
05-1-000034, 1492722.42995757, -884306.35014298, -91327.90481751, 10.77, 10.28, 1.81
05-1-000035, 1712519.69446244, -259911.50823914, -135207.48486355, 24.03, 22.05, 0.94
05-1-000037, 1718502.34403461, -211584.04774914, -143320.07635236, 25.02, 22.39, 0.28
05-1-000039, 1727543.53250481, -156975.57230358, -97523.19211746, 12.41, 11.76, 2.66
05-1-000040, 1731631.93051935, -53208.65101588, -131066.61154887, 27.47, 26.25, 1.12
05-1-000041, 1732383.39117922, -64946.65139465, -114841.10082630, 9.26, 8.19, 0.54
05-1-000046, 1728100.49031379, -95950.21420366, -151726.76682612, 9.89, 9.56, 0.15
05-1-000049, 1716540.78740119, -208180.24445430, -169432.79200626, 10.21, 9.92, 0.81
05-1-000054, 1247179.51763008, -1196169.30831056, -179669.13107112, 9.30, 9.10, 0.57
05-1-000055, 905906.54736947, -1474086.10715007, -157994.41806684, 14.70, 13.48, 2.83
05-1-000056, 898927.25505540, -1479464.28932891, -147220.80939552, 9.18, 8.90, 3.05
05-1-000057, 881858.82633924, -1490607.40272452, -137743.75249154, 14.27, 10.89, 0.10
05-1-000058, 553880.00765518, -1638627.84423078, -163323.25379893, 15.47, 13.94, 0.24
05-1-000059, 548477.36203073, -1641892.14176607, -148059.23863987, 9.30, 8.98, 3.08
05-1-000060, 522170.90660967, -1647487.87401198, -177988.78974224, 9.31, 8.30, 2.18
05-1-000062, 304121.79536185, -1701652.70350543, -174490.02905190, 9.94, 9.61, 1.59
05-1-000066, 91382.79143279, -1729823.31728748, -133862.75209512, 12.25, 11.90, 1.70
05-1-000069, 728054.73841686, -1561816.57113282, -221864.94992154, 11.79, 11.69, 2.20
05-1-000070, 733104.49545708, -1563376.49009059, -192277.16706006, 11.45, 10.75, 0.92
05-1-000071, 775981.70948231, -1542197.28616087, -195035.06635205, 17.12, 16.30, 2.05
05-1-000077, 1498719.37934396, -849869.41114688, -223877.12249292, 11.84, 11.53, 0.02
05-1-000079, 1700544.98138687, -293949.08627181, -200747.25641935, 12.41, 12.36, 2.85
05-1-000080, 1717809.48995262, -168251.07696910, -198446.19252446, 14.81, 13.94, 1.56
05-1-000083, 1715358.31682062, -128316.08477119, -244212.17681213, 8.58, 8.15, 2.20
05-1-000084, 1709837.74514268, -171930.45199138, -255838.94340663, 18.10, 16.94, 1.46
05-1-000093, 1258704.60335675, -1173637.82152081, -238318.57960390, 11.58, 10.99, 2.00
05-1-000101, 788497.76219899, -1523443.39956828, -275590.72429790, 15.09, 13.08, 0.90
05-1-000106, 560098.51582381, -1627936.29678373, -233820.07224796, 11.71, 9.91, 2.97
05-1-000110, 216497.34547509, -1700859.67660167, -280649.28275824, 10.03, 9.75, 0.98
05-1-000111, 538247.82017646, -1622759.37997128, -309030.80556883, 9.39, 9.03, 1.57
05-1-000113, 553227.57488680, -1620366.10701353, -294807.88596422, 16.28, 15.22, 2.89
05-1-000117, 576005.44146518, -1614400.64494791, -283702.39511551, 6.08, 5.87, 3.01
05-1-000118, 575113.63229030, -1607290.70558171, -323140.30653033, 19.65, 17.56, 1.86
05-1-000120, 718979.17921468, -1549970.45992811, -314990.90971968, 8.47, 8.05, 2.51
05-1-000121, 749417.93222630, -1535990.10915326, -312515.45152364, 21.91, 17.72, 1.72
05-1-000122, 753455.50844978, -1529269.38014098, -334960.77344951, 15.68, 14.91, 2.18
05-1-000124, 1647191.40615246, -471888.98742251, -287471.76391227, 13.19, 13.10, 0.63
05-1-000131, 1702174.23054448, -151974.89346960, -313153.76514613, 14.24, 12.43, 0.58
05-1-000133, 1695691.12332818, -3433.07030172, -378389.46641565, 19.13, 18.70, 2.97
05-1-000134, 1696718.30329336, -168547.51371734, -333612.79185457, 12.48, 11.83, 0.26
05-1-000136, 1682485.53546172, -228826.68981953, -368021.09856408, 13.81, 12.02, 0.50
05-1-000138, 1637511.55247003, -448064.62644616, -369259.75417700, 21.86, 20.63, 2.55
05-1-000140, 1218050.33729653, -1195638.22891119, -324594.14871177, 18.41, 17.02, 3.13
05-1-000159, 701701.29772304, -1541239.70241071, -388270.81848464, 26.05, 23.02, 1.04
05-1-000162, 705902.00943633, -1543816.54522847, -369988.63192343, 7.83, 7.59, 0.05
05-1-000164, 730532.36306914, -1524260.73229367, -401883.62307538, 11.03, 9.67, 0.78
05-1-000167, 726234.09306958, -1523265.57810761, -413285.35011043, 9.60, 8.46, 0.06
05-1-000169, 853267.20852050, -1458788.71126705, -403025.21849562, 12.40, 11.80, 2.84
05-1-000170, 840733.92199252, -1464919.68402135, -407106.31507982, 13.00, 12.37, 0.37
05-1-000174, 1401766.04587510, -944613.49162005, -401641.71108223, 14.94, 14.56, 1.11
05-1-000178, 1677868.05811383, -24571.30245365, -450237.48251013, 24.78, 20.98, 0.98
05-1-000179, 1658341.32013750, -273258.10341173, -440219.07596608, 8.86, 8.67, 2.02
05-1-000180, 1621794.20276600, -443763.96156643, -437510.99447839, 15.40, 13.94, 2.99
05-1-000182, 1540977.15541353, -672179.68539883, -438317.96339045, 15.10, 14.88, 0.90
05-1-000184, 1513736.97650327, -739574.75294432, -424485.93707458, 13.08, 12.61, 0.41
05-1-000185, 1275359.50022582, -1094737.99717838, -439960.93317203, 26.43, 24.20, 2.39
05-1-000186, 1115122.57007186, -1255683.74996906, -445329.91565803, 11.16, 10.72, 1.82
05-1-000187, 726030.91215283, -1519901.98184781, -425835.46138578, 8.70, 7.79, 2.75
05-1-000189, 500019.63052098, -1609334.51869021, -422589.08651999, 18.21, 16.13, 1.33
05-1-000190, 461922.67817868, -1613466.26886962, -449347.08033344, 12.75, 12.46, 0.45
05-1-000193, 169732.51624228, -1674182.39481663, -432276.46456419, 16.87, 15.50, 0.63
05-1-000194, 2711.12252189, -1670276.79386620, -478253.95104141, 11.42, 10.98, 2.41
05-1-000198, 762335.83053540, -1485895.77633505, -479078.89053010, 25.81, 24.19, 0.22
05-1-000202, 874244.89345309, -1428036.26985454, -463645.37984448, 8.01, 7.15, 0.52
05-1-000209, 1502015.02491361, -721321.86251676, -492142.65776208, 29.18, 28.52, 1.22
05-1-000211, 1658502.90613279, -229900.27105815, -463759.35108252, 22.45, 22.09, 0.21
05-1-000216, 1639887.86319791, -188639.40877049, -541979.45495647, 12.39, 12.08, 2.53
05-1-000225, 779713.92178484, -1468654.01863386, -503647.03287672, 12.30, 11.35, 2.65
05-1-000227, 691437.12999952, -1505506.41268480, -523377.39406947, 15.07, 14.40, 1.99
05-1-000230, 519114.70060375, -1576484.90542355, -513589.35988666, 12.73, 12.47, 0.02
05-1-000231, 474086.11969299, -1583222.67595850, -535917.03597221, 17.36, 16.21, 2.03
05-1-000232, 189742.87760401, -1638897.65297747, -544583.21996137, 13.62, 12.73, 0.05
05-1-000233, 108810.92361155, -1645610.52474743, -546520.76240825, 13.93, 13.09, 2.99
05-1-000236, 740720.97013349, -1467778.40973489, -561709.66194345, 11.81, 10.93, 1.87
05-1-000237, 730813.81608500, -1465273.36313759, -580899.21457921, 10.10, 8.45, 0.90
05-1-000238, 752251.18305082, -1459584.46763585, -567705.99735673, 12.88, 12.32, 2.15
05-1-000243, 809683.10286866, -1421081.20105806, -586088.94626017, 21.71, 18.26, 0.04
05-1-000244, 971835.20439957, -1315519.47779758, -586091.80085106, 18.46, 15.66, 2.63
05-1-000247, 1059641.20627389, -1262115.27432291, -550258.40137813, 14.94, 13.61, 2.55
05-1-000248, 1117331.16868330, -1201087.68153279, -572292.05896901, 15.70, 14.52, 2.97
05-1-000249, 1135782.20300773, -1176095.82187323, -587670.11588412, 13.91, 13.21, 0.35
05-1-000251, 1337846.63042756, -952340.40713938, -567250.29958849, 9.36, 8.80, 0.07
05-1-000259, 1553673.64953906, -511933.91675236, -585303.86604443, 9.13, 8.77, 1.19
05-1-000263, 1360186.89530731, -888454.79257344, -615709.71357252, 14.58, 13.88, 0.07
05-1-000264, 1350501.93754313, -909348.36654692, -606455.95466671, 14.30, 12.33, 1.84
05-1-000266, 1005258.55772893, -1272010.64318670, -624502.13428979, 14.56, 13.28, 2.13
05-1-000271, 773157.79891815, -1423860.99613194, -627220.56859306, 12.44, 11.62, 2.87
05-1-000272, 759580.51410310, -1431756.65985964, -625834.69825701, 12.73, 12.34, 0.17
05-1-000273, 754191.87577287, -1440614.48272087, -611868.68419056, 13.22, 11.87, 0.23
05-1-000274, 641257.88089008, -1504135.45498683, -587301.98641579, 9.69, 8.62, 2.04
05-1-000275, 622574.46898361, -1499621.24287440, -618139.07697994, 10.62, 9.66, 2.57
05-1-000277, 597289.00266470, -1503288.02544580, -633979.27398858, 14.94, 13.67, 1.91
05-1-000278, 526444.19432206, -1539721.94826257, -608828.04822307, 15.63, 14.91, 0.03
05-1-000281, 482632.57621931, -1552512.83065744, -612640.56918876, 6.90, 5.89, 0.70
05-1-000283, 2937.12227017, -1633830.37585796, -590887.83727253, 12.82, 12.63, 1.50
05-1-000284, 255557.53019211, -1585573.99534403, -662724.84037562, 11.56, 10.56, 1.21
05-1-000289, 1031314.31456111, -1229159.67223441, -666420.32136929, 15.38, 14.58, 0.30
05-1-000293, 1288271.72832985, -974100.20064634, -640346.40085410, 9.03, 8.99, 3.00
05-1-000294, 1317927.95617714, -927011.49293585, -649826.40319672, 10.64, 10.12, 2.12
05-1-000295, 1360648.59253344, -870405.31972118, -639991.20856292, 13.09, 12.30, 0.19
05-1-000296, 1375024.32094952, -849497.57525962, -637354.49039395, 6.89, 6.78, 1.76
05-1-000297, 1351515.95636587, -875539.95316830, -652221.71850873, 12.42, 10.99, 0.10
05-1-000302, 1446647.11519090, -730468.84169962, -626247.67897044, 8.04, 7.79, 0.65
05-1-000304, 1495779.52337525, -591134.12636576, -657086.61689088, 25.76, 24.67, 2.15
05-1-000306, 1573212.69788815, -348801.66568423, -649536.73123187, 14.99, 14.53, 0.39
05-1-000314, 1614347.65984785, -20231.19866085, -641896.48055158, 23.45, 22.99, 2.75
05-1-000317, 1600136.20751264, -43745.58617826, -675432.60292719, 11.59, 10.61, 2.82
05-1-000325, 1478013.43806842, -596166.18707476, -691824.33773170, 21.46, 19.98, 0.82
05-1-000326, 1439822.84997695, -661392.22552635, -712761.70260303, 23.76, 21.78, 0.61
05-1-000327, 1403198.25318249, -760289.72827175, -686697.13218425, 16.42, 15.43, 2.69
05-1-000330, 1064783.09304321, -1172234.76619742, -714605.74982812, 11.12, 10.60, 0.04
05-1-000332, 959218.03353425, -1264318.66005681, -707076.97598976, 10.90, 10.45, 0.77
05-1-000335, 911065.49978647, -1310509.78778896, -686354.50840521, 10.12, 10.10, 0.38
05-1-000340, 751962.71823971, -1411323.09909127, -679174.45501797, 14.73, 13.36, 3.13
05-1-000343, 612749.33167947, -1463246.01278847, -708525.31541576, 27.42, 26.27, 0.09
05-1-000344, 512769.78855547, -1511871.33892738, -685471.34037441, 16.39, 14.12, 3.03
05-1-000346, 287970.36094566, -1570107.45619658, -685853.05074246, 7.80, 7.40, 2.54
05-1-000349, 697279.91369850, -1418184.40288199, -721881.21001648, 18.40, 18.17, 1.30
05-1-000352, 915409.97951024, -1274115.48296406, -746467.05586001, 24.70, 21.44, 2.87
05-1-000354, 1070897.49133673, -1154239.58298431, -734485.06323880, 9.00, 8.64, 2.37
05-1-000355, 1086719.82501481, -1118708.91420266, -765564.59374979, 20.74, 19.67, 1.77
05-1-000356, 1101005.94636116, -1131556.86137169, -725205.99525928, 8.63, 8.41, 0.76
05-1-000357, 1104296.57339330, -1111644.94066509, -750555.37029957, 13.14, 12.16, 1.63
05-1-000370, 1544118.46762576, -114856.21927483, -788076.75186555, 16.66, 15.53, 0.95
05-1-000372, 1370263.27056678, -749140.71338500, -761397.08489371, 11.02, 10.78, 2.48
05-1-000375, 1053767.07894395, -1146685.90028084, -770224.09039907, 10.71, 10.07, 1.07
05-1-000376, 938838.00394255, -1229949.97259811, -790167.72096756, 11.66, 10.36, 0.27
05-1-000377, 913382.67996786, -1264295.61795245, -765406.70911676, 17.66, 16.92, 0.02
05-1-000378, 867406.15307914, -1287872.58439874, -779454.63752201, 7.71, 6.80, 0.20
05-1-000379, 840193.45454254, -1319957.71839406, -755212.11629305, 12.32, 12.00, 0.33
